"Total_Absenteeism_Hours","Total_Employees","Total_Aval_Hours","Payment_Date","Departament_id","Absenteeism_Type_id"
69.2,134,10464,"20160423",3,3
24,134,10464,"20160423",3,4
233.85,134,10464,"20160423",3,2
10,134,10464,"20160423",3,7
3.8,134,10464,"20160423",3,5
1,134,10464,"20160423",3,6
108.5,129,10320,"20160507",3,3
16,129,10320,"20160507",3,9
165.3,129,10320,"20160507",3,2
1,129,10320,"20160507",3,6
144.2,135,10544,"20160521",3,3
16,135,10544,"20160521",3,4
64,135,10544,"20160521",3,9
278.7,135,10544,"20160521",3,2
0.4,135,10544,"20160521",3,6
214,134,10656,"20160604",3,3
108,134,10656,"20160604",3,4
329.5,134,10656,"20160604",3,2
0,134,10656,"20160604",3,5
238,136,10624,"20160618",3,3
54,136,10624,"20160618",3,4
288.3,136,10624,"20160618",3,2
30,136,10624,"20160618",3,7
74.2,136,10624,"20160618",3,5
228,133,10576,"20160702",3,3
84,133,10576,"20160702",3,4
64,133,10576,"20160702",3,8
8,133,10576,"20160702",3,9
220,133,10576,"20160702",3,2
0.4,133,10576,"20160702",3,5
182,139,10864,"20160716",3,3
16,139,10864,"20160716",3,4
216.85,139,10864,"20160716",3,2
71.05,139,10864,"20160716",3,5
288,139,10992,"20160730",3,3
56,139,10992,"20160730",3,4
212,139,10992,"20160730",3,2
32,139,10992,"20160730",3,7
112,139,10992,"20160730",3,5
108,140,11072,"20160813",3,3
24,140,11072,"20160813",3,4
216.85,140,11072,"20160813",3,2
80,140,11072,"20160813",3,7
162.45,140,11072,"20160813",3,5
34,143,11184,"20160827",3,3
23,143,11184,"20160827",3,4
8,143,11184,"20160827",3,9
305.4,143,11184,"20160827",3,2
56,143,11184,"20160827",3,7
4.25,143,11184,"20160827",3,5
44,140,11136,"20160910",3,3
24,140,11136,"20160910",3,4
275.18,140,11136,"20160910",3,2
4.86,140,11136,"20160910",3,5
133.25,141,11024,"20160924",3,3
40,141,11024,"20160924",3,4
41.5,141,11024,"20160924",3,8
351.15,141,11024,"20160924",3,2
110,141,11024,"20160924",3,7
42.52,141,11024,"20160924",3,5
173.75,140,11072,"20161008",3,3
40,140,11072,"20161008",3,4
313.1,140,11072,"20161008",3,2
80,140,11072,"20161008",3,7
27.3,140,11072,"20161008",3,5
133.75,141,11024,"20161022",3,3
8,141,11024,"20161022",3,9
215.2,141,11024,"20161022",3,2
80,141,11024,"20161022",3,7
40,141,11024,"20161022",3,5
148.6,140,11072,"20161105",3,3
42,140,11072,"20161105",3,4
40,140,11072,"20161105",3,9
220.11,140,11072,"20161105",3,2
56,140,11072,"20161105",3,7
16.9,140,11072,"20161105",3,5
167.45,141,11024,"20161119",3,3
8,141,11024,"20161119",3,9
259.15,141,11024,"20161119",3,2
10,141,11024,"20161119",3,7
5.5,141,11024,"20161119",3,5
139.9,138,10976,"20161203",3,3
8,138,10976,"20161203",3,4
40,138,10976,"20161203",3,9
215,138,10976,"20161203",3,2
51.4,138,10976,"20161203",3,5
202.9,140,10944,"20161217",3,3
40,140,10944,"20161217",3,4
256.7,140,10944,"20161217",3,2
96,140,10944,"20161217",3,5
109.5,135,10800,"20161231",3,3
71.5,135,10800,"20161231",3,4
148.9,135,10800,"20161231",3,2
7.75,135,10800,"20161231",3,5
53.4,137,10960,"20170114",3,3
24,137,10960,"20170114",3,4
64,137,10960,"20170114",3,10
247.22,137,10960,"20170114",3,2
0.67,137,10960,"20170114",3,5
75.5,136,10880,"20170128",3,3
24,136,10880,"20170128",3,4
72,136,10880,"20170128",3,10
327.45,136,10880,"20170128",3,2
40,136,10880,"20170128",3,7
110.5,135,10800,"20170211",3,3
24,135,10800,"20170211",3,4
80,135,10800,"20170211",3,10
279.35,135,10800,"20170211",3,2
0,135,10800,"20170211",3,5
120,140,11008,"20170225",3,3
34,140,11008,"20170225",3,4
80,140,11008,"20170225",3,10
352.5,140,11008,"20170225",3,2
0,140,11008,"20170225",3,5
93,144,11328,"20170311",3,3
48,144,11328,"20170311",3,4
80,144,11328,"20170311",3,10
48,144,11328,"20170311",3,9
424.8,144,11328,"20170311",3,2
16,144,11328,"20170311",3,5
92,144,11328,"20170325",3,3
30,144,11328,"20170325",3,4
80,144,11328,"20170325",3,10
88,144,11328,"20170325",3,9
294.9,144,11328,"20170325",3,2
24.25,144,11328,"20170325",3,5
188,144,11392,"20170408",3,3
30,144,11392,"20170408",3,4
16,144,11392,"20170408",3,10
395.32,144,11392,"20170408",3,2
0,144,11392,"20170408",3,7
4.9,144,11392,"20170408",3,5
88,146,11488,"20170422",3,3
68,146,11488,"20170422",3,4
249.5,146,11488,"20170422",3,2
0,146,11488,"20170422",3,7
44,146,11488,"20170422",3,5
172,145,11536,"20170506",3,3
106,145,11536,"20170506",3,4
24,145,11536,"20170506",3,8
261.5,145,11536,"20170506",3,2
0,145,11536,"20170506",3,7
0,145,11536,"20170506",3,5
145.5,150,11808,"20170520",3,3
54,150,11808,"20170520",3,4
341.8,150,11808,"20170520",3,2
34.14,150,11808,"20170520",3,5
182,149,11856,"20170603",3,3
42,149,11856,"20170603",3,4
8,149,11856,"20170603",3,9
169.15,149,11856,"20170603",3,2
0,149,11856,"20170603",3,5
185.9,151,11888,"20170617",3,3
80,151,11888,"20170617",3,9
283.05,151,11888,"20170617",3,2
67.25,151,11888,"20170617",3,5
130.75,152,11968,"20170701",3,3
30.5,152,11968,"20170701",3,8
251.9,152,11968,"20170701",3,2
20,152,11968,"20170701",3,5
154,151,11888,"20170715",3,3
32,151,11888,"20170715",3,4
302.01,151,11888,"20170715",3,2
0.49,151,11888,"20170715",3,5
112,154,12064,"20170729",3,3
8,154,12064,"20170729",3,4
220.7,154,12064,"20170729",3,2
66.01,154,12064,"20170729",3,5
144,152,12032,"20170812",3,3
36,152,12032,"20170812",3,4
262.45,152,12032,"20170812",3,2
68,152,12032,"20170812",3,5
105,153,11984,"20170826",3,3
106.5,153,11984,"20170826",3,4
330.47,153,11984,"20170826",3,2
24,153,11984,"20170826",3,7
24.2,153,11984,"20170826",3,5
40,153,11984,"20170826",3,6
97,152,12032,"20170909",3,3
177.35,152,12032,"20170909",3,2
123.69,152,12032,"20170909",3,5
178.5,154,12064,"20170923",3,3
64,154,12064,"20170923",3,9
303.23,154,12064,"20170923",3,2
26,154,12064,"20170923",3,7
91.14,154,12064,"20170923",3,5
72.5,153,12048,"20171007",3,3
16,153,12048,"20171007",3,4
40,153,12048,"20171007",3,9
399.07,153,12048,"20171007",3,2
40,153,12048,"20171007",3,7
157.03,153,12048,"20171007",3,5
81.5,153,11920,"20171021",3,3
16,153,11920,"20171021",3,4
188.5,153,11920,"20171021",3,2
8,153,11920,"20171021",3,7
80,153,11920,"20171021",3,5
56.5,149,11792,"20171104",3,3
8,149,11792,"20171104",3,4
40,149,11792,"20171104",3,9
290,149,11792,"20171104",3,2
80,149,11792,"20171104",3,5
76,151,11760,"20171118",3,3
24,151,11760,"20171118",3,4
80,151,11760,"20171118",3,9
290.25,151,11760,"20171118",3,2
80,151,11760,"20171118",3,7
174.1,151,11760,"20171118",3,5
40,151,11760,"20171118",3,6
78,149,11856,"20171202",3,3
48,149,11856,"20171202",3,4
15,149,11856,"20171202",3,8
24,149,11856,"20171202",3,9
198.22,149,11856,"20171202",3,2
80,149,11856,"20171202",3,7
173.23,149,11856,"20171202",3,5
142,152,11840,"20171216",3,3
120,152,11840,"20171216",3,4
347.63,152,11840,"20171216",3,2
16,152,11840,"20171216",3,7
180.76,152,11840,"20171216",3,5
8,149,11920,"20171230",3,3
68,149,11920,"20171230",3,4
239.1,149,11920,"20171230",3,2
72,149,11920,"20171230",3,7
213.64,149,11920,"20171230",3,5
56,154,12192,"20180113",3,3
44,154,12192,"20180113",3,4
16,154,12192,"20180113",3,9
387.84,154,12192,"20180113",3,2
80,154,12192,"20180113",3,7
81.42,154,12192,"20180113",3,5
117.5,157,12368,"20180127",3,3
40,157,12368,"20180127",3,4
171.5,157,12368,"20180127",3,2
16,157,12368,"20180127",3,7
94.74,157,12368,"20180127",3,5
95,154,12192,"20180210",3,3
48,154,12192,"20180210",3,4
505.8,154,12192,"20180210",3,2
10,154,12192,"20180210",3,7
14.3,154,12192,"20180210",3,5
163,155,12080,"20180224",3,3
2,155,12080,"20180224",3,4
16,155,12080,"20180224",3,9
182.75,155,12080,"20180224",3,2
3.26,155,12080,"20180224",3,5
204,153,12112,"20180310",3,3
40,153,12112,"20180310",3,4
48,153,12112,"20180310",3,9
293,153,12112,"20180310",3,2
32.46,153,12112,"20180310",3,5
239.5,155,12080,"20180324",3,3
46,155,12080,"20180324",3,4
48,155,12080,"20180324",3,9
282.22,155,12080,"20180324",3,2
16,155,12080,"20180324",3,7
44.53,155,12080,"20180324",3,5
132,152,12096,"20180407",3,3
16,152,12096,"20180407",3,4
296.75,152,12096,"20180407",3,2
50,152,12096,"20180407",3,7
89.15,152,12096,"20180407",3,5
88,156,12160,"20180421",3,3
8,156,12160,"20180421",3,4
318.65,156,12160,"20180421",3,2
50,156,12160,"20180421",3,7
40,156,12160,"20180421",3,5
129.2,152,12096,"20180505",3,3
62,152,12096,"20180505",3,4
305.27,152,12096,"20180505",3,2
22.76,152,12096,"20180505",3,5
39,158,12320,"20180519",3,3
40,158,12320,"20180519",3,4
428.6,158,12320,"20180519",3,2
2.55,158,12320,"20180519",3,5
69.75,154,12256,"20180602",3,3
24,154,12256,"20180602",3,4
347.4,154,12256,"20180602",3,2
14.5,154,12256,"20180602",3,5
84.5,156,12160,"20180616",3,3
8,156,12160,"20180616",3,4
8,156,12160,"20180616",3,9
342.21,156,12160,"20180616",3,2
10,156,12160,"20180616",3,7
66.55,156,12160,"20180616",3,5
109,153,12112,"20180630",3,3
16,153,12112,"20180630",3,4
395.9,153,12112,"20180630",3,2
3,153,12112,"20180630",3,5
79.8,153,12112,"20180630",3,6
202,153,12112,"20180714",3,3
34,153,12112,"20180714",3,4
56,153,12112,"20180714",3,9
307.6,153,12112,"20180714",3,2
80,153,12112,"20180714",3,6
198.75,156,12160,"20180728",3,3
18,156,12160,"20180728",3,4
64,156,12160,"20180728",3,9
378.7,156,12160,"20180728",3,2
51.99,156,12160,"20180728",3,5
80,156,12160,"20180728",3,6
155.8,153,12112,"20180811",3,3
468.75,153,12112,"20180811",3,2
110,153,12112,"20180811",3,5
40,153,12112,"20180811",3,6
108.5,154,12064,"20180825",3,3
24,154,12064,"20180825",3,4
80,154,12064,"20180825",3,8
554.21,154,12064,"20180825",3,2
9.09,154,12064,"20180825",3,5
103,150,11936,"20180908",3,3
48,150,11936,"20180908",3,4
8,150,11936,"20180908",3,9
227.52,150,11936,"20180908",3,2
134,154,12000,"20180922",3,3
113,154,12000,"20180922",3,4
8,154,12000,"20180922",3,9
281.1,154,12000,"20180922",3,2
16,154,12000,"20180922",3,7
16.1,154,12000,"20180922",3,5
136,151,11952,"20181006",3,3
58,151,11952,"20181006",3,4
335.09,151,11952,"20181006",3,2
54.87,151,11952,"20181006",3,5
175.75,154,12000,"20181020",3,3
80,154,12000,"20181020",3,4
8,154,12000,"20181020",3,9
299,154,12000,"20181020",3,2
3.5,154,12000,"20181020",3,5
105.5,151,11952,"20181103",3,3
78,151,11952,"20181103",3,4
449.45,151,11952,"20181103",3,2
2,151,11952,"20181103",3,5
131.7,153,11984,"20181117",3,3
122,153,11984,"20181117",3,4
410.1,153,11984,"20181117",3,2
47.08,153,11984,"20181117",3,5
116.5,150,11936,"20181201",3,3
114,150,11936,"20181201",3,4
8,150,11936,"20181201",3,9
261.15,150,11936,"20181201",3,2
98.2,151,11952,"20181215",3,3
20,151,11952,"20181215",3,4
16,151,11952,"20181215",3,10
405.6,151,11952,"20181215",3,2
20,151,11952,"20181215",3,7
33.92,151,11952,"20181215",3,5
8,151,11952,"20181215",3,6
98,155,12080,"20181229",3,3
34,155,12080,"20181229",3,4
80,155,12080,"20181229",3,10
265.95,155,12080,"20181229",3,2
32,155,12080,"20181229",3,7
70.4,155,12080,"20181229",3,6
113.51,153,12112,"20190112",3,3
36,153,12112,"20190112",3,4
80,153,12112,"20190112",3,10
8,153,12112,"20190112",3,9
391.5,153,12112,"20190112",3,2
5.44,153,12112,"20190112",3,5
100.5,154,12064,"20190126",3,3
75.75,154,12064,"20190126",3,4
360.15,154,12064,"20190126",3,2
84.35,154,12064,"20190126",3,5
98.5,151,11952,"20190209",3,3
44,151,11952,"20190209",3,4
16,151,11952,"20190209",3,9
375.75,151,11952,"20190209",3,2
20.12,151,11952,"20190209",3,5
125,151,11824,"20190223",3,3
32,151,11824,"20190223",3,4
328.3,151,11824,"20190223",3,2
72,151,11824,"20190223",3,6
82,148,11776,"20190309",3,3
5,148,11776,"20190309",3,4
64,148,11776,"20190309",3,9
447.5,148,11776,"20190309",3,2
41.9,148,11776,"20190309",3,5
80,148,11776,"20190309",3,6
126,149,11792,"20190323",3,3
48,149,11792,"20190323",3,4
80,149,11792,"20190323",3,9
314.75,149,11792,"20190323",3,2
9.75,149,11792,"20190323",3,5
80,149,11792,"20190323",3,6
63,149,11792,"20190406",3,3
141.25,149,11792,"20190406",3,4
49,149,11792,"20190406",3,8
48,149,11792,"20190406",3,9
298.9,149,11792,"20190406",3,2
37.35,149,11792,"20190406",3,5
80,149,11792,"20190406",3,6
89.75,155,12144,"20190420",3,3
24,155,12144,"20190420",3,4
8,155,12144,"20190420",3,9
318.25,155,12144,"20190420",3,2
4.45,155,12144,"20190420",3,5
80,155,12144,"20190420",3,6
29.75,151,12016,"20190504",3,3
24,151,12016,"20190504",3,4
27.5,151,12016,"20190504",3,8
441.3,151,12016,"20190504",3,2
29.25,151,12016,"20190504",3,5
80,151,12016,"20190504",3,6
132,152,11904,"20190518",3,3
8,152,11904,"20190518",3,4
8,152,11904,"20190518",3,9
387.1,152,11904,"20190518",3,2
33.05,152,11904,"20190518",3,5
80,152,11904,"20190518",3,6
27.5,149,11856,"20190601",3,3
56,149,11856,"20190601",3,4
32,149,11856,"20190601",3,9
279.5,149,11856,"20190601",3,2
13.55,149,11856,"20190601",3,5
80,149,11856,"20190601",3,6
42.95,148,11712,"20190615",3,3
30,148,11712,"20190615",3,4
72,148,11712,"20190615",3,9
289.35,148,11712,"20190615",3,2
11.68,148,11712,"20190615",3,7
35.15,148,11712,"20190615",3,5
56,148,11712,"20190615",3,6
39.5,149,11664,"20190629",3,3
68,149,11664,"20190629",3,4
80,149,11664,"20190629",3,9
401.2,149,11664,"20190629",3,2
90,149,11664,"20190629",3,7
26.6,149,11664,"20190629",3,5
80,149,11664,"20190629",3,6
75,25,1875,"20160227",4,5
2.22,20,1505,"20170603",4,2
8,20,1505,"20170909",4,2
75,20,1505,"20180113",4,5
433.5,212,14053,"20130720",5,3
24,212,14053,"20130720",5,4
628.65,212,14053,"20130720",5,2
12.25,212,14053,"20130720",5,5
308.65,201,13613,"20130803",5,3
8,201,13613,"20130803",5,4
343.4,201,13613,"20130803",5,2
20.75,201,13613,"20130803",5,5
219,210,13883,"20130817",5,3
48,210,13883,"20130817",5,4
56,210,13883,"20130817",5,10
306.3,210,13883,"20130817",5,2
97.7,200,13413,"20130831",5,3
16,200,13413,"20130831",5,4
28,200,13413,"20130831",5,8
88,200,13413,"20130831",5,10
280.2,200,13413,"20130831",5,2
75,214,14123,"20130914",5,3
8,214,14123,"20130914",5,4
39.9,214,14123,"20130914",5,8
72,214,14123,"20130914",5,10
407.03,214,14123,"20130914",5,2
141.5,226,14823,"20130928",5,3
24,226,14823,"20130928",5,4
10,226,14823,"20130928",5,8
80,226,14823,"20130928",5,10
506.9,226,14823,"20130928",5,2
3.01,226,14823,"20130928",5,5
14,229,15073,"20131012",5,3
56,229,15073,"20131012",5,4
33,229,15073,"20131012",5,8
80,229,15073,"20131012",5,10
484.7,229,15073,"20131012",5,2
4,229,15073,"20131012",5,5
78,231,15273,"20131026",5,3
32,231,15273,"20131026",5,4
17,231,15273,"20131026",5,8
80,231,15273,"20131026",5,10
580.5,231,15273,"20131026",5,2
223,233,15353,"20131109",5,3
32,233,15353,"20131109",5,4
80,233,15353,"20131109",5,10
540.81,233,15353,"20131109",5,2
267.3,234,15513,"20131123",5,3
80,234,15513,"20131123",5,10
590,234,15513,"20131123",5,2
